 Objeto,Area
1,157
2,8019
3,1629
4,12906
5,8082
6,434552
7,118286
8,39878
9,31
10,282
11,3759
12,125
13,1002
14,376
15,81823
16,125
17,125
18,3133
19,195348
20,689
21,5607
22,115906
23,49996
24,63
25,282
26,752
27,1034
28,157
29,42822
30,533
