 Objeto,Area
1,7048
2,118819
3,908
4,11747
5,2663
6,1347
7,3007
8,125
9,282
10,282
11,2068
12,783
13,68854
14,171854
15,120166
16,219
17,219
18,2663
19,187235
20,204464
21,251
22,313
23,164398
24,138178
25,251
26,28193
27,94260
28,12092
29,3822
30,6140
31,125
32,4386
33,3853
