tamanho_medio,imagem
41.17037944844188,Imagem_1
11.382096629215674,Imagem_1
23.207333483685147,Imagem_1
18.411953421235268,Imagem_1
102.46838490802185,Imagem_1
83.96195000899165,Imagem_1
131.71984272014555,Imagem_1
43.756530545685415,Imagem_1
112.88586263780721,Imagem_1
31.8904387921711,Imagem_1
28.243310265912164,Imagem_1
16.41006287957139,Imagem_1
113.67825103901596,Imagem_1
